"CompanyName_E","Region_Name_E","Circle_Name_E","Division_Name_E","DC_Name_E","Region_Name_E-2","gis_feeder_id","description_of_work","tkc_apply_date","pma_apply_date","dgm_apply_date","je_apply_date","gm_apply_date","gm_cert_apply_date"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","243894","100 KVA BANK VALA DLF TEMAGAON ADDITIONAL","2025-09-06","2025-09-07",NULL,"2026-03-12",NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","210913","ADDITIONAL RUNJHUN WALA","2025-09-06","2025-09-07",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","218555","Interconnection bhamaner pump2","2025-09-06","2025-09-07","2025-11-10","2025-09-23","2025-11-13","2025-11-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","242785","Additional DTR at afjal Bhai ke pass birjakhedi","2025-09-06","2025-09-07","2025-11-10","2025-09-23","2025-11-13","2025-11-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","210319","RELWA ADDISTIONAL DTR BAJRANG MANDIR","2026-03-21",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","250482","Bare low cable to high cable 63kva sun shine schoo","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255285","Cable aug.low to high 63kva balvir patel wala","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","219545","11KV CHOKDI AG FFEDER","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","265488","Conversion of LT Line : LT Cable Augmentation Dholgaon kala all DTR","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","241957","Additional rathore wala 100 kva","2025-07-15","2025-07-16","2025-11-10","2025-09-24","2025-11-13","2025-11-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243185","Additional Rakesh bhayre wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243386","Additional jaam badi wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254638","Cable aug.low to high 100kva talab wala jinvaniya","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254380","Bare conductor to Ab cable 25 kva ramnivas wala lo","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","64044","additional 100kva jeevan wala dholpur","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68764","ADDITIONAL 63KVA TOWER KE PASS BHADUGAON","2025-07-15","2025-07-15","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Eshagarh DC","Gwalior","62551","Feeder Sepration : FEEDER SEP.OF 11 KADWAYA MIX FEEDER","2025-10-01","2025-10-01","2025-10-01","2026-03-13","2025-10-01","2025-10-01"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Naisarai DC","Gwalior","241627","11 kv FS Depalkhedi abadi","2025-10-01","2025-10-01","2025-10-01",NULL,"2025-10-01","2025-10-01"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Awari DC","Gwalior","210076","Feeder Sepration : 11 kv sirsi mix feeder separation","2025-10-01","2025-10-01","2025-10-01",NULL,"2025-10-01","2025-10-01"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","63689","100 KVA GAON WALA FULDI ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Naisarai DC","Gwalior","241629","11kv FS Madhi abadi","2025-09-02","2025-09-02","2026-02-14","2026-02-14","2026-02-24","2026-02-24"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur South","Sheopur R DC","Gwalior","231629","existing for 33 kv line paliroad line salapura s/s","2025-09-01","2025-09-02","2025-09-04","2025-09-03","2025-09-04","2025-09-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","241486","Additional DTR DEEPGAON 2","2025-09-06","2025-09-07",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68768","ADDITIONAL 63KVA SCHOOL KE PASS COLONY BHADUGAON","2025-09-06","2025-09-07","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","212177","LT KADOLA SARAI","2025-09-06","2025-09-07",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","248879","CABLE AUGUMENTATION RADHESYAM DADA PIPLYA MAFI","2025-09-06","2025-09-07","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","261947","lt survey 16 wala ray sing gadadi","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262919","lt aug bhagat nayagaon","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262757","lt aug survey next to jagdish nayagaon","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262698","lt augumentation naygaon jagdish wala","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","241275","100 KVA NAHAR WALA 4544360309 SODALPUR ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243489","Additional pandit wala wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","241852","100 KVA NAJARPURA GAON WALA ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","241774","additional dtr Rakesh rathore wala 100 kva","2026-03-19","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243957","additional dtr Lalu Kushwah wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255181","Cable aug.low to high 25kva forest office ke samne","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255292","Bare conductor to ab cable 25kva makadai road wala","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243042","Additional kailash kajve wala 100 kva","2025-05-18","2025-05-18",NULL,"2026-03-12",NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","262792","25 KVA MORYA WALA CABLE AUG.","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","67959","Machak nahar feeder","2025-07-15","2025-07-15","2025-11-03","2025-09-24","2025-11-04","2025-11-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","265919","aug. low cable to high 63 kva gaon jatrakedi wala","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","63668","100 KVA GAON WALA ALAMPUR ADDITIONAL","2025-09-06","2025-09-07",NULL,"2026-03-12",NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","264173","Additional bhagwan wala dtr","2025-05-17","2025-05-17",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","227308","Additional 63 kva dtr rajkumar la ke ghar ke pas","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","246197","Cable augmentation samrdha road barja","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","263794","25 KVA SHIV MANDIR DHANPADA CONDUCTER TO CABLE","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253650","Bare low cable to high cable 25 kva deepgaon khurd","2025-05-18","2025-05-18",NULL,"2026-03-12",NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241892","CABLE AUGUMENTATION 273 AWAS PIPLYA","2025-09-06","2025-09-07","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","241266","200 KVA BAZAR WALA ADDITIONAL DTR","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","249295","100 KVA BALU PATEL JHADWIDA ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","263789","Conversion of LT Line : 100 KVA NAJARPURA GAON WALA CABLE AUG.","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241873","CABLE AUGUMENTATION 4544410262 BHYALI GAON","2025-06-02","2025-06-06","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","62669","100kva tawa colony additional dtr","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","261938","lt survey godadi gujjar wali","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253578","Bare low cable to high cable 63 kva bheru chowki w","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","64037","additional 100kva parsai dholpur","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","244375","Lt line work aryabedi","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","64023","additional 100kva talab dholpur","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68737","ADDITIONAL 100KVA SCHOOL WALA UNDRAKACH","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","265472","Conversion of LT Line : 100 KVA GAON WALA PANTALAI CABLE AUG.","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","265321","Conversion of LT Line : 25 KVA BHILGAON WALA CABLE AUG.","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241854","CABLE AUGUMENTATION 4544410181 BALAJI PURAM 2","2025-06-02","2025-06-06","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262452","LT augu godadi dhanraj wala","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262462","Lt augu moolchand godadi","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","64164","SEPRATE 63KVA SALAK CHAI WALA","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","64148","additional 200kva bypass road timarni","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68835","ADDITINAL 100KVA GAON WALA SAMRDHA","2025-07-15","2025-07-15","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","256659","Bare conductor to ab cable 25 kva school wala khut","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","262976","200 KVA BHERU BABA WALA ADDITIONAL","2025-07-15","2025-07-16","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","243202","Cable augmentation trikan baba wala","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","243754","100 KVA NADI WALA SODALPUR ADDITIONAL","2025-07-15","2025-07-16","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241900","CABLE AUGUMENTATION 269 IMLI SMARDHA","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","246177","CABLE AUGUMENTATION HANDPUMP WALA SOHAGPUR","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","262802","cable agumentation juggi wala pokharni","2025-07-15","2025-07-16","2025-11-03","2025-09-24","2025-11-04","2025-11-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241860","CABLE AUGUMENTATION 4544410053 SANJAY TAKIS","2025-07-15","2025-07-15","2025-11-04","2025-09-24","2025-11-04","2025-11-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243102","Additional Dinesh sonar wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254822","Cable aug.low to high 16 kva manjale sahab wala ji","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","242691","Additional premnarayan kushwah wala 100 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","241643","additional dtr magulle wala wala 100 kva","2025-05-18","2025-05-18","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","252873","Bare conductor to ab cable 25kva burana wala","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254211","Bare conductor replace by Ab cable 16kva bus stand","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253329","Bare conductor to ab cable 63 kva indra colony bal","2025-05-18","2025-05-18","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
